Wavelength,Flux,BestFit,SkyFlux
6356.236,0.724,0.890,7.630
6357.698,1.049,0.890,9.020
6359.164,1.370,0.889,7.451
6360.627,0.852,0.888,5.711
6362.094,-1.120,0.888,11.734
6363.557,-0.763,0.887,28.461
6365.025,0.376,0.887,38.024
6366.489,1.905,0.886,32.511
6367.954,3.248,0.885,14.714
6369.422,0.285,0.886,4.463
6370.887,0.986,0.886,3.577
6372.357,1.065,0.887,3.483
6373.823,0.717,0.887,3.481
6375.292,0.759,0.887,3.639
6376.759,0.753,0.887,3.700
6378.226,0.722,0.887,4.251
6379.697,0.685,0.887,4.989
6381.164,1.229,0.886,5.101
6382.636,1.290,0.885,4.409
6384.104,0.941,0.885,4.027
6385.576,0.974,0.885,4.699
6387.045,0.754,0.885,6.202
6388.515,0.907,0.884,6.169
6389.988,0.660,0.884,4.782
6391.458,0.414,0.883,3.476
6392.932,0.684,0.883,3.533
6394.402,1.085,0.883,3.576
6395.877,0.648,0.883,3.607
6397.348,1.147,0.883,3.539
6398.820,1.174,0.883,3.338
6400.296,0.700,0.882,3.342
6401.768,0.667,0.882,3.364
6403.244,1.229,0.881,3.445
6404.717,0.882,0.881,3.315
6406.194,0.824,0.880,3.402
6407.668,0.722,0.880,3.320
6409.142,0.834,0.880,3.239
6410.620,1.025,0.880,2.951
6412.095,0.916,0.879,3.240
6413.573,0.937,0.878,3.787
6415.049,1.355,0.879,4.126
6416.528,0.741,0.880,3.941
6418.004,0.572,0.880,3.405
6419.481,0.988,0.880,3.634
6420.961,0.834,0.880,4.270
6422.438,0.827,0.880,4.465
6423.919,1.095,0.879,3.816
6425.397,1.110,0.878,3.079
6426.878,0.966,0.878,3.007
6428.357,0.841,0.878,2.879
6429.836,0.784,0.877,2.938
6431.319,0.847,0.876,2.975
6432.798,0.767,0.876,2.854
6434.281,0.828,0.876,3.036
6435.762,0.633,0.876,3.164
6437.246,0.680,0.876,3.045
6438.727,1.349,0.876,3.194
6440.211,1.065,0.876,3.121
6441.693,1.154,0.876,3.077
6443.175,0.678,0.876,3.251
6444.661,0.687,0.875,3.283
6446.143,0.931,0.873,3.187
6447.630,0.556,0.872,3.181
6449.113,0.981,0.871,3.421
6450.600,0.506,0.870,3.466
6452.084,0.706,0.869,3.574
6453.568,0.845,0.869,3.633
6455.056,0.719,0.869,3.625
6456.541,0.947,0.870,3.451
6458.030,0.888,0.871,3.680
6459.516,0.598,0.871,3.941
6461.006,0.812,0.871,3.704
6462.492,0.881,0.872,4.380
6463.979,0.635,0.872,6.330
6465.469,0.747,0.872,8.973
6466.957,1.385,0.872,9.786
6468.448,1.434,0.871,8.280
6469.936,1.299,0.870,7.389
6471.428,1.241,0.870,8.522
6472.917,1.335,0.870,8.347
6474.406,1.428,0.870,5.901
6475.899,1.145,0.870,3.704
6477.388,1.118,0.869,3.980
6478.882,0.955,0.869,4.251
6480.372,0.865,0.868,4.398
6481.867,0.855,0.868,3.527
6483.358,0.855,0.867,3.123
6484.849,1.282,0.866,2.904
6486.345,0.949,0.864,2.899
6487.837,0.902,0.862,2.777
6489.333,0.994,0.861,2.810
6490.826,0.887,0.861,2.770
6492.323,0.604,0.862,2.813
6493.816,0.334,0.862,2.891
6495.310,0.928,0.864,3.323
6496.808,0.831,0.865,4.615
6498.303,0.362,0.865,10.896
6499.801,0.609,0.865,20.072
6501.296,1.572,0.865,16.906
6502.796,1.391,0.865,6.953
6504.292,0.615,0.864,5.425
6505.788,1.145,0.863,6.701
6507.288,1.684,0.863,6.132
6508.785,1.443,0.862,4.281
6510.286,1.017,0.860,3.089
6511.784,0.540,0.859,3.000
6513.285,0.639,0.859,3.512
6514.784,0.878,0.860,4.004
6516.282,1.271,0.860,3.678
6517.785,1.446,0.860,3.249
6519.284,0.949,0.859,2.856
6520.788,0.474,0.859,3.387
6522.288,0.493,0.858,4.701
6523.792,1.045,0.858,5.970
6525.293,1.096,0.857,5.366
6526.794,0.779,0.856,4.080
6528.299,0.990,0.854,3.320
6529.801,1.066,0.854,3.196
6531.306,0.583,0.853,4.378
6532.809,0.855,0.852,9.045
6534.315,1.301,0.851,11.373
6535.819,1.382,0.850,9.014
6537.322,1.262,0.847,4.968
6538.830,0.967,0.845,3.117
6540.334,1.080,0.843,3.126
6541.842,0.904,0.841,3.623
6543.347,0.863,0.839,4.895
6544.856,1.178,0.836,6.798
6546.362,1.333,0.832,6.527
6547.867,0.909,0.828,4.626
6549.377,0.668,0.823,3.626
6550.884,0.680,0.816,3.469
6552.395,0.171,0.806,6.557
6553.902,-0.364,0.796,12.438
6555.413,0.194,0.788,13.552
6556.921,0.924,0.783,8.331
6558.433,0.823,0.782,3.937
6559.942,0.786,0.787,3.123
6561.451,0.761,0.796,4.614
6562.964,0.620,0.805,8.313
6564.474,0.515,0.814,9.112
6565.988,0.427,0.821,6.809
6567.498,0.835,0.825,4.553
6569.013,0.813,0.828,5.267
6570.524,0.865,0.832,6.143
6572.036,1.057,0.834,4.928
6573.551,0.969,0.837,3.349
6575.063,1.040,0.838,3.528
6576.580,-0.385,0.840,6.763
6578.092,0.985,0.841,10.678
6579.609,1.648,0.841,10.310
6581.123,0.601,0.842,6.093
6582.637,0.748,0.842,3.921
6584.155,0.781,0.842,4.227
6585.670,0.506,0.842,4.112
6587.188,0.768,0.843,3.480
6588.704,0.866,0.843,2.915
6590.223,0.654,0.844,2.960
6591.739,0.898,0.844,2.886
6593.255,1.461,0.844,3.269
6594.776,1.225,0.845,3.351
6596.293,0.388,0.845,4.376
6597.814,0.253,0.845,4.973
6599.332,0.832,0.844,4.482
6600.854,1.009,0.844,3.409
6602.372,0.795,0.844,3.563
6603.891,0.511,0.844,5.774
6605.414,0.956,0.844,7.334
6606.933,1.304,0.844,6.213
6608.457,0.934,0.844,3.791
6609.977,0.429,0.843,2.808
6611.502,0.762,0.843,2.693
6613.022,0.757,0.843,2.781
6614.544,0.765,0.844,2.772
6616.069,0.771,0.843,2.611
6617.591,0.743,0.843,2.846
6619.117,0.824,0.842,2.806
6620.640,0.981,0.841,2.839
6622.167,1.146,0.840,2.862
6623.690,1.034,0.840,2.795
6625.214,0.684,0.841,2.872
6626.742,0.528,0.840,3.385
6628.266,0.748,0.840,3.850
6629.794,0.606,0.840,3.979
6631.320,0.851,0.840,3.397
6632.849,0.848,0.840,3.545
6634.375,0.997,0.840,4.701
6635.901,1.044,0.840,5.171
6637.431,0.534,0.839,4.223
6638.958,0.881,0.839,3.181
6640.489,0.968,0.838,2.834
6642.017,0.620,0.838,2.936
6643.548,0.571,0.838,2.794
6645.077,0.794,0.838,2.792
6646.605,0.733,0.837,2.770
6648.138,0.870,0.837,2.836
6649.667,0.644,0.836,2.767
6651.201,0.715,0.836,2.829
6652.731,0.520,0.835,2.908
6654.265,0.410,0.835,2.883
6655.796,1.011,0.834,2.745
6657.327,0.577,0.834,2.737
6658.862,0.917,0.834,2.816
6660.394,0.908,0.834,2.977
6661.930,0.672,0.834,3.140
6663.462,0.616,0.834,3.286
6664.999,0.640,0.833,3.270
6666.532,0.627,0.832,3.290
6668.066,0.950,0.831,3.715
6669.604,0.880,0.831,3.694
6671.138,0.905,0.831,3.190
6672.676,0.995,0.830,2.777
6674.211,0.672,0.830,2.684
6675.750,0.815,0.830,2.762
6677.286,0.759,0.830,2.962
6678.826,0.950,0.830,2.850
6680.362,0.889,0.830,2.832
6681.899,0.549,0.830,2.873
6683.440,0.585,0.829,2.797
6684.977,0.810,0.829,2.993
6686.519,0.561,0.829,2.968
6688.057,0.806,0.828,2.981
6689.599,1.173,0.828,2.879
6691.138,0.987,0.828,2.745
6692.678,0.473,0.828,2.792
6694.221,0.725,0.827,2.707
6695.761,0.523,0.827,2.758
6697.305,0.798,0.826,2.800
6698.846,0.989,0.826,2.937
6700.390,0.894,0.826,3.320
6701.932,0.964,0.825,3.176
6703.474,0.615,0.825,3.024
6705.019,0.913,0.825,3.229
6706.562,0.872,0.824,3.234
6708.108,0.966,0.824,3.090
6709.652,1.014,0.823,3.169
6711.199,0.542,0.823,3.068
6712.743,1.260,0.823,2.933
6714.287,0.772,0.822,2.891
6715.835,0.743,0.822,3.364
6717.380,0.639,0.821,3.847
6718.929,0.423,0.821,3.871
6720.475,0.883,0.822,3.073
6722.025,0.681,0.820,2.771
6723.571,0.898,0.819,2.720
6725.118,0.829,0.821,2.867
6726.669,0.807,0.821,2.778
6728.216,0.909,0.820,2.727
6729.768,0.734,0.820,2.877
6731.316,0.790,0.819,3.361
6732.868,0.700,0.819,3.648
6734.417,0.614,0.819,3.215
6735.966,0.697,0.819,2.766
6737.519,0.740,0.818,2.731
6739.069,0.607,0.817,2.762
6740.623,0.936,0.817,3.022
6742.174,0.699,0.817,3.040
6743.729,0.648,0.817,3.074
6745.280,0.686,0.817,3.158
6746.832,0.737,0.817,3.156
6748.388,0.908,0.816,2.893
6749.940,0.612,0.816,2.818
6751.497,0.816,0.816,2.762
6753.050,0.794,0.815,2.730
6754.607,0.833,0.816,2.627
6756.161,0.994,0.816,2.399
6757.715,0.886,0.816,2.469
6759.274,0.951,0.816,2.643
6760.829,0.614,0.815,2.781
6762.388,0.633,0.815,2.855
6763.943,0.792,0.815,2.787
6765.503,0.822,0.815,2.673
6767.059,0.942,0.815,2.616
6768.616,1.152,0.815,2.626
6770.177,0.565,0.815,2.714
6771.734,0.760,0.815,2.555
6773.296,0.872,0.815,2.472
6774.854,0.603,0.815,2.558
6776.416,0.902,0.814,2.680
6777.975,0.965,0.813,2.802
6779.535,0.541,0.812,2.850
6781.098,1.027,0.812,2.694
6782.658,0.989,0.813,2.810
6784.222,0.546,0.813,3.080
6785.783,1.212,0.812,2.805
6787.348,0.705,0.812,2.868
6788.909,0.705,0.812,2.968
6790.471,0.919,0.811,2.911
6792.037,0.882,0.811,2.611
6793.599,0.835,0.810,2.620
6795.166,1.034,0.810,2.549
6796.729,0.581,0.811,2.505
6798.296,0.864,0.810,2.709
6799.860,0.804,0.810,2.724
6801.428,0.731,0.809,2.685
6802.993,0.811,0.809,2.735
6804.558,0.663,0.809,2.745
6806.127,0.971,0.809,2.596
6807.693,0.471,0.809,2.469
6809.263,0.496,0.809,2.606
6810.829,0.771,0.808,2.691
6812.400,0.854,0.808,2.619
6813.967,1.014,0.808,2.605
6815.534,1.121,0.808,2.491
6817.106,0.808,0.807,2.614
6818.674,0.556,0.807,2.805
6820.247,0.676,0.807,2.838
6821.816,0.671,0.807,2.872
6823.389,0.276,0.806,2.731
6824.958,1.030,0.806,2.948
6826.528,0.409,0.805,5.006
6828.103,0.056,0.805,9.402
6829.673,0.235,0.805,14.915
6831.248,0.630,0.805,17.879
6832.820,0.986,0.805,18.439
6834.396,0.447,0.804,18.524
6835.968,0.888,0.804,16.906
6837.540,1.395,0.804,11.489
6839.117,1.307,0.803,5.295
6840.690,0.771,0.803,4.642
6842.268,0.455,0.803,6.538
6843.842,0.903,0.803,6.863
6845.420,1.170,0.802,4.444
6846.995,1.214,0.802,2.666
6848.570,0.922,0.802,2.604
6850.149,0.616,0.802,2.715
6851.725,0.715,0.801,3.083
6853.305,0.504,0.801,2.938
6854.882,0.921,0.801,2.844
6856.462,0.859,0.801,2.725
6858.040,0.728,0.800,2.811
6859.617,0.757,0.800,2.803
6861.199,0.346,0.800,3.840
6862.778,-0.189,0.800,9.955
6864.360,-0.724,0.799,27.426
6865.939,1.872,0.799,24.465
6867.523,3.125,0.799,15.267
6869.102,1.346,0.799,6.192
6870.683,0.611,0.799,5.909
6872.267,0.807,0.798,7.893
6873.848,1.220,0.798,6.776
6875.433,0.944,0.798,3.567
6877.015,0.877,0.797,2.714
6878.601,0.955,0.797,2.960
6880.183,0.258,0.797,4.185
6881.766,0.602,0.797,6.011
6883.353,1.072,0.797,5.942
6884.936,1.193,0.796,4.135
6886.524,0.871,0.796,3.099
6888.108,0.217,0.796,4.693
6889.697,-0.072,0.796,8.646
6891.281,1.283,0.796,9.355
6892.867,1.603,0.795,6.149
6894.456,1.162,0.795,3.823
6896.042,0.900,0.795,3.428
6897.633,0.877,0.795,3.217
6899.219,0.667,0.795,3.995
6900.810,0.966,0.794,7.889
6902.398,1.037,0.794,9.780
6903.986,1.227,0.794,7.655
6905.578,0.987,0.794,3.776
6907.166,0.617,0.793,2.711
6908.759,0.999,0.793,2.564
6910.349,0.687,0.793,3.161
6911.942,0.604,0.793,6.975
6913.532,0.274,0.793,11.268
6915.123,0.672,0.792,10.296
6916.717,1.255,0.792,5.555
6918.308,0.491,0.792,2.832
6919.904,0.890,0.792,2.871
6921.496,0.522,0.791,5.536
6923.092,-0.010,0.791,14.422
6924.684,0.693,0.791,20.584
6926.281,1.898,0.791,16.359
6927.875,1.437,0.790,5.347
6929.468,0.522,0.790,2.959
6931.066,1.093,0.790,2.768
6932.661,0.908,0.790,2.684
6934.259,0.618,0.789,2.626
6935.855,0.918,0.789,2.600
6937.454,0.794,0.789,3.236
6939.050,0.281,0.789,6.837
6940.646,0.770,0.788,10.611
6942.247,1.737,0.788,9.397
6943.844,1.446,0.788,4.700
6945.445,0.390,0.788,3.021
6947.043,0.316,0.788,4.529
6948.645,-0.928,0.787,13.116
6950.243,0.746,0.787,21.695
6951.842,2.039,0.787,18.141
6953.445,1.816,0.787,7.574
6955.045,1.147,0.786,3.292
6956.649,1.001,0.786,3.004
6958.249,0.846,0.786,2.960
6959.854,0.604,0.785,2.890
6961.455,0.726,0.785,2.773
6963.056,0.851,0.785,2.652
6964.662,0.767,0.785,2.801
6966.264,0.756,0.784,3.085
6967.871,0.597,0.784,3.590
6969.473,0.217,0.784,5.969
6971.081,0.594,0.783,8.133
6972.684,1.109,0.783,7.065
6974.288,1.027,0.783,3.893
6975.897,0.542,0.783,3.061
6977.501,0.068,0.783,6.882
6979.110,0.352,0.783,12.994
6980.716,1.338,0.783,13.286
6982.326,1.772,0.782,7.190
6983.932,1.285,0.782,3.318
6985.539,0.885,0.782,2.875
6987.149,0.866,0.782,2.901
6988.757,1.148,0.781,3.087
6990.368,0.779,0.781,2.914
6991.977,0.552,0.781,2.838
6993.589,0.881,0.781,2.695
6995.198,0.869,0.780,2.708
6996.807,0.497,0.780,2.853
6998.420,0.846,0.780,3.034
7000.030,0.671,0.779,2.968
7001.645,0.513,0.779,3.174
7003.255,0.692,0.779,4.245
7004.870,0.538,0.779,5.793
7006.482,0.933,0.779,5.077
7008.094,1.157,0.779,3.285
7009.710,0.624,0.779,3.330
7011.322,0.141,0.778,6.603
7012.939,0.221,0.778,8.452
7014.552,0.581,0.778,6.650
7016.170,1.454,0.778,3.439
7017.784,0.746,0.778,2.478
7019.398,0.607,0.777,2.447
7021.017,0.830,0.777,2.516
7022.632,0.714,0.777,2.465
7024.252,0.765,0.777,2.328
7025.867,0.936,0.777,2.436
7027.488,0.656,0.777,2.558
7029.104,0.690,0.776,2.755
7030.721,0.639,0.776,2.917
7032.343,0.466,0.776,2.815
7033.960,0.815,0.776,2.724
7035.582,0.679,0.776,2.440
7037.201,0.531,0.775,2.466
7038.824,0.475,0.775,2.475
7040.443,0.623,0.775,2.997
7042.066,0.877,0.775,3.822
7043.686,0.909,0.775,3.920
7045.307,0.722,0.774,3.530
7046.931,0.368,0.774,4.214
7048.553,0.677,0.774,5.816
7050.178,0.910,0.773,6.556
7051.800,0.706,0.772,5.322
7053.426,0.850,0.771,3.784
7055.049,1.024,0.771,3.445
7056.672,0.881,0.771,2.994
7058.299,0.684,0.770,2.875
7059.923,0.741,0.770,2.750
7061.551,0.876,0.771,2.899
7063.175,0.741,0.771,3.194
7064.804,0.896,0.771,3.355
7066.429,0.595,0.771,3.472
7068.055,0.436,0.770,3.609
7069.685,0.718,0.770,3.592
7071.311,0.985,0.769,3.305
7072.942,0.698,0.768,3.195
7074.569,0.581,0.768,3.263
7076.200,0.420,0.769,3.239
7077.828,0.546,0.770,3.190
7079.456,0.776,0.769,3.284
7081.089,0.871,0.768,3.256
7082.718,0.837,0.767,3.650
7084.351,0.566,0.768,3.920
7085.981,0.789,0.768,3.449
7087.615,0.783,0.768,3.583
7089.245,0.682,0.767,4.405
7090.876,0.650,0.767,4.522
7092.511,0.483,0.767,3.672
7094.143,0.811,0.766,3.011
7095.779,0.885,0.766,2.835
7097.411,0.609,0.766,2.714
7099.048,0.780,0.766,2.477
7100.681,1.013,0.766,2.501
7102.314,0.316,0.765,2.646
7103.952,0.989,0.765,2.629
7105.587,0.663,0.764,2.689
7107.225,0.636,0.764,2.700
7108.860,0.883,0.764,2.645
7110.499,0.669,0.763,2.695
7112.135,0.277,0.763,2.836
7113.771,0.925,0.763,2.814
7115.412,0.664,0.763,2.557
7117.049,0.600,0.763,2.591
7118.690,0.924,0.763,2.777
7120.327,0.949,0.763,2.626
7121.969,0.506,0.763,2.526
7123.608,0.814,0.762,2.523
7125.246,0.991,0.762,2.661
7126.890,0.919,0.762,2.843
7128.529,0.771,0.762,3.240
7130.173,0.802,0.762,3.429
7131.813,1.019,0.761,3.069
7133.458,0.662,0.761,3.488
7135.099,0.235,0.761,3.447
7136.740,0.651,0.760,3.003
7138.386,1.006,0.760,2.567
7140.028,0.715,0.760,2.528
7141.675,0.553,0.760,3.052
7143.318,0.498,0.759,3.673
7144.965,0.877,0.759,4.025
7146.608,0.720,0.759,4.085
7148.253,0.500,0.759,3.763
7149.901,0.744,0.758,3.423
7151.546,0.884,0.758,3.221
7153.195,0.600,0.758,2.926
7154.840,0.924,0.758,2.655
7156.490,0.922,0.757,2.739
7158.137,0.773,0.757,2.878
7159.783,0.917,0.757,3.204
7161.434,0.949,0.756,3.279
7163.082,0.392,0.756,3.303
7164.734,0.575,0.756,3.238
7166.382,0.901,0.756,3.255
7168.034,0.935,0.755,3.309
7169.683,0.805,0.755,3.301
7171.337,0.808,0.755,3.269
7172.987,0.837,0.754,3.204
7174.637,0.823,0.754,3.223
7176.291,0.670,0.754,3.621
7177.942,0.655,0.754,3.596
7179.597,0.727,0.753,3.506
7181.249,0.585,0.753,3.362
7182.905,1.019,0.753,3.304
7184.557,0.891,0.753,3.202
7186.210,0.802,0.753,2.914
7187.867,0.897,0.753,2.595
7189.521,0.961,0.753,2.594
7191.179,0.943,0.753,2.572
7192.833,0.818,0.752,2.539
7194.492,0.440,0.752,2.472
7196.147,0.489,0.752,2.639
7197.802,0.820,0.752,2.536
7199.462,0.876,0.752,2.565
7201.118,0.560,0.751,2.785
7202.779,0.584,0.751,2.788
7204.436,0.741,0.751,2.641
7206.097,1.041,0.751,2.639
7207.755,0.908,0.751,2.456
7209.413,0.551,0.750,2.682
7211.075,0.874,0.750,2.643
7212.734,0.581,0.750,2.540
7214.398,0.874,0.750,2.516
7216.057,0.887,0.750,2.527
7217.721,0.552,0.749,2.548
7219.382,0.602,0.749,2.596
7221.043,1.149,0.749,2.686
7222.708,0.481,0.748,3.022
7224.369,0.548,0.748,3.221
7226.035,0.632,0.748,3.170
7227.697,0.654,0.748,2.903
7229.364,0.709,0.748,3.052
7231.027,0.512,0.747,3.226
7232.691,0.725,0.747,3.243
7234.359,0.608,0.747,3.381
7236.023,0.992,0.747,3.682
7237.691,0.483,0.747,7.703
7239.357,-1.023,0.746,20.318
7241.026,-0.562,0.746,39.813
7242.692,1.954,0.746,55.493
7244.358,0.678,0.746,33.037
7246.028,0.440,0.745,38.323
7247.695,1.856,0.745,35.555
7249.367,2.311,0.745,16.224
7251.034,1.006,0.745,6.067
7252.706,0.444,0.744,7.802
7254.375,0.786,0.744,11.661
7256.044,1.005,0.744,11.227
7257.717,1.101,0.744,6.809
7259.387,1.134,0.744,4.126
7261.061,0.712,0.743,3.250
7262.731,0.647,0.743,3.211
7264.406,0.944,0.743,3.303
7266.077,0.841,0.743,3.298
7267.748,0.713,0.743,3.902
7269.424,0.772,0.742,4.495
7271.097,0.643,0.742,4.562
7272.773,1.235,0.741,4.030
7274.447,-1.347,0.734,10.620
7276.124,-0.873,0.732,32.267
7277.798,2.353,0.736,60.155
7279.472,3.927,0.741,40.909
7281.151,2.246,0.741,12.960
7282.826,0.600,0.741,7.620
7284.505,0.093,0.741,17.916
7286.181,1.461,0.740,24.094
7287.861,2.486,0.740,16.372
7289.538,1.576,0.740,6.234
7291.215,0.417,0.740,3.818
7292.896,0.770,0.739,4.061
7294.574,0.356,0.739,4.941
7296.256,0.316,0.739,8.098
7297.934,0.866,0.739,9.214
7299.617,1.211,0.738,6.221
7301.296,0.781,0.738,3.379
7302.980,-0.086,0.738,7.789
7304.660,0.463,0.738,15.117
7306.341,1.249,0.737,14.867
7308.025,1.366,0.737,7.520
7309.707,0.861,0.737,3.946
7311.392,0.531,0.736,4.150
7313.074,1.273,0.736,4.708
7314.761,-0.769,0.736,10.571
7316.443,-1.680,0.736,35.027
7318.126,1.610,0.736,51.487
7319.814,4.989,0.736,31.313
7321.498,1.684,0.735,7.170
7323.186,0.927,0.735,3.388
7324.871,0.719,0.735,2.921
7326.560,0.514,0.735,3.419
7328.245,0.188,0.735,9.164
7329.931,0.467,0.735,23.101
7331.622,2.128,0.734,22.348
7333.308,1.955,0.734,10.502
7334.999,0.998,0.734,3.908
7336.687,0.586,0.734,2.858
7338.379,0.105,0.734,4.268
7340.067,-1.925,0.734,25.661
7341.755,-3.253,0.733,75.343
7343.448,0.736,0.733,0.000
7345.138,4.726,0.733,20.252
7346.831,1.701,0.733,5.753
7348.522,0.785,0.733,3.658
7350.216,0.698,0.733,3.695
7351.907,1.030,0.732,3.941
7353.598,0.827,0.732,3.822
7355.294,1.186,0.732,3.753
7356.986,0.306,0.732,5.576
7358.683,-0.421,0.732,15.129
7360.375,0.744,0.732,20.557
7362.073,2.215,0.731,13.123
7363.766,1.227,0.731,5.284
7365.460,0.716,0.731,3.510
7367.159,0.616,0.731,5.446
7368.854,-0.627,0.731,21.509
7370.553,-1.027,0.731,44.049
7372.248,2.857,0.731,35.140
7373.948,2.172,0.730,12.288
7375.645,0.994,0.730,4.271
7377.342,0.689,0.730,3.587
7379.043,0.724,0.729,3.153
7380.740,0.715,0.729,3.070
7382.442,0.829,0.729,2.901
7384.141,0.373,0.729,2.924
7385.843,0.542,0.729,2.911
7387.543,0.966,0.729,2.840
7389.242,0.882,0.729,3.428
7390.946,0.214,0.729,6.824
7392.646,0.084,0.728,14.183
7394.351,1.766,0.728,14.534
7396.052,1.693,0.728,8.638
7397.758,0.889,0.727,3.480
7399.459,0.197,0.727,3.979
7401.162,0.067,0.727,13.376
7402.868,1.225,0.726,33.914
7404.571,2.655,0.726,24.950
7406.279,1.763,0.726,9.918
7407.983,0.826,0.726,3.279
7409.691,0.613,0.726,2.559
7411.395,0.633,0.726,2.888
7413.100,0.841,0.726,3.399
7414.810,0.897,0.725,3.659
7416.516,0.602,0.725,3.361
7418.226,0.530,0.725,3.171
7419.932,0.670,0.725,3.014
7421.643,0.815,0.725,2.748
7423.351,0.993,0.726,3.037
7425.059,0.863,0.726,2.774
7426.771,0.829,0.726,2.915
7428.479,0.349,0.726,4.026
7430.192,0.493,0.725,7.843
7431.902,1.302,0.725,7.966
7433.615,0.858,0.724,5.600
7435.325,1.083,0.724,3.386
7437.040,0.028,0.723,5.299
7438.751,0.790,0.723,12.748
7440.462,2.032,0.723,16.843
7442.178,1.526,0.723,10.394
7443.890,0.806,0.723,3.872
7445.607,0.774,0.723,2.728
7447.319,0.636,0.723,2.687
7449.037,0.415,0.723,2.719
7450.750,0.470,0.723,2.786
7452.464,0.658,0.723,2.768
7454.183,0.452,0.722,2.822
7455.898,0.678,0.722,2.786
7457.617,0.801,0.722,2.934
7459.333,0.969,0.722,3.192
7461.053,0.878,0.721,3.888
7462.769,0.617,0.721,5.441
7464.486,0.800,0.722,6.814
7466.207,0.152,0.722,8.110
7467.925,0.873,0.722,9.114
7469.647,0.706,0.721,8.379
7471.365,0.250,0.721,8.985
7473.088,0.300,0.721,13.039
7474.807,-0.330,0.721,13.670
7476.527,1.428,0.720,10.651
7478.251,0.761,0.720,7.732
7479.971,0.323,0.720,12.170
7481.696,0.565,0.720,15.799
7483.417,0.599,0.720,17.532
7485.143,1.167,0.720,17.806
7486.865,1.601,0.719,10.534
7488.587,1.188,0.719,4.784
7490.314,0.743,0.719,3.359
7492.037,0.408,0.719,3.595
7493.765,0.226,0.719,5.843
7495.489,0.679,0.719,7.234
7497.217,0.884,0.719,5.500
7498.942,0.960,0.718,3.108
7500.667,0.718,0.718,2.909
7502.397,0.656,0.718,2.996
7504.123,0.872,0.718,2.955
7505.853,0.633,0.717,2.721
7507.580,0.901,0.717,2.679
7509.311,0.737,0.717,2.758
7511.039,0.837,0.717,2.689
7512.767,0.803,0.717,2.549
7514.499,0.464,0.717,2.451
7516.228,0.790,0.717,3.208
7517.961,0.539,0.717,4.528
7519.690,1.222,0.716,4.799
7521.424,0.554,0.716,5.366
7523.155,-0.842,0.716,17.293
7524.885,-0.240,0.716,42.577
7526.621,2.698,0.716,48.117
7528.352,2.600,0.716,14.910
7530.088,1.029,0.715,8.433
7531.820,0.359,0.715,12.894
7533.557,0.949,0.715,11.940
7535.290,1.450,0.715,5.466
7537.024,0.750,0.715,3.235
7538.762,0.897,0.715,3.530
7540.496,0.279,0.715,5.390
7542.235,0.536,0.715,6.163
7543.970,1.021,0.715,4.625
7545.710,0.757,0.714,3.162
7547.446,0.922,0.714,3.085
7549.182,0.839,0.714,3.040
7550.923,0.746,0.714,2.963
7552.660,0.590,0.714,3.167
7554.401,0.509,0.714,3.681
7556.139,0.338,0.713,5.110
7557.882,-0.144,0.713,9.544
7559.620,0.943,0.713,10.668
7561.359,1.194,0.713,6.728
7563.103,0.853,0.713,3.547
7564.843,0.686,0.712,3.109
7566.587,0.801,0.712,3.303
7568.328,0.631,0.712,4.427
7570.073,-0.134,0.712,7.922
7571.815,-0.437,0.712,23.107
7573.561,1.085,0.712,34.943
7575.303,2.398,0.711,20.349
7577.046,1.607,0.711,6.916
7578.793,0.542,0.711,3.430
7580.537,0.773,0.711,2.782
7582.285,0.794,0.711,2.830
7584.029,0.452,0.711,3.787
7585.778,0.335,0.710,8.846
7587.523,0.760,0.710,12.979
7589.268,1.341,0.710,9.936
7591.018,1.586,0.710,4.362
7592.765,0.712,0.710,3.034
7594.516,0.721,0.710,3.249
7596.263,0.494,0.710,4.646
7598.014,-0.746,0.710,16.873
7599.762,0.138,0.709,31.942
7601.511,3.086,0.709,26.991
7603.264,1.973,0.709,9.605
7605.013,0.931,0.708,5.477
7606.766,0.985,0.707,5.438
7608.516,0.605,0.708,5.188
7610.271,0.485,0.708,5.124
7612.021,0.968,0.708,5.439
7613.773,1.283,0.708,5.032
7615.528,1.154,0.708,4.437
7617.280,-0.023,0.707,7.608
7619.037,-0.724,0.707,13.186
7620.790,1.904,0.707,10.482
7622.547,1.654,0.707,7.426
7624.300,0.838,0.707,5.749
7626.054,0.806,0.707,5.646
7627.813,0.132,0.707,14.566
7629.568,-0.624,0.707,25.089
7631.327,1.963,0.706,21.778
7633.083,1.937,0.706,10.611
7634.843,0.561,0.706,4.598
7636.599,0.512,0.706,3.722
7638.356,0.825,0.706,3.661
7640.117,0.373,0.706,3.778
7641.875,0.798,0.706,3.798
7643.637,0.390,0.706,3.937
7645.396,0.895,0.705,3.575
7647.159,0.988,0.705,3.444
7648.918,0.579,0.705,3.341
7650.677,0.491,0.705,3.604
7652.442,0.536,0.705,5.289
7654.202,0.279,0.705,8.553
7655.967,0.501,0.705,7.948
7657.728,1.042,0.705,4.568
7659.494,0.874,0.704,3.004
7661.256,-0.053,0.704,6.172
7663.019,0.054,0.704,12.778
7664.786,1.190,0.704,13.189
7666.549,1.481,0.704,6.965
7668.317,1.100,0.704,3.105
7670.081,0.750,0.704,2.804
7671.850,0.705,0.704,2.929
7673.615,0.757,0.703,3.144
7675.380,0.993,0.703,2.957
